video_id,s3_uri,downsampled_s3_uri,sha1_checksum,downsampled_sha1_checksum
ahpy.avi,s3://drivendata-competition-depth-estimation-public/test_videos/ahpy.avi,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/ahpy.avi,ffd28c42521c85d4a1bb08902f0140ec037880a8,91d85e4e28485aeb2bf79ccb978c49d3cffa496c
ahvh.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/ahvh.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/ahvh.mp4,7be90797d16675ab408236f892bb11eada36c673,a9b254a1bcc2b955d3587c2970b731258c115438
ahww.avi,s3://drivendata-competition-depth-estimation-public/train_videos/ahww.avi,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/ahww.avi,d60c98cfb84c0cbf6f63b759e6d43b32c67b6037,410afb432d951522924c88f8248e55a5be7c02a6
aihx.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aihx.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aihx.mp4,88bbd76c8fb3f6e25b7882ef90867227292b985c,6db328ce429057d8cafdc442e09e70f8196ff1d9
aiii.avi,s3://drivendata-competition-depth-estimation-public/test_videos/aiii.avi,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/aiii.avi,a9dca8d2512f8896204777545f99b73851a6312b,c5f067713a984c0a89b4ae1e6370f38a0446f572
aiiu.avi,s3://drivendata-competition-depth-estimation-public/test_videos/aiiu.avi,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/aiiu.avi,29af312751f1c681f05947a0f86a924e0676d24f,b3700baa208e5aa9a08491b0bf30e89781be6e7b
aiju.avi,s3://drivendata-competition-depth-estimation-public/train_videos/aiju.avi,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aiju.avi,f64109bc63fafc81e8ea07194377a0666f20ad2f,60224e266f8676daf4f3b3da31eb6cbb0101db27
aioa.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aioa.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aioa.mp4,bf29f430284544501391f70c4c3eb1c684fe07b7,ffbe4fea69360dec8b72a3f242ed166b9a4a6c64
aitl.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aitl.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aitl.mp4,1d0e09d95d43e9c2d0911057412e839d5d3c4644,57f877e72dc581045491744c30b484b5c41a2ecc
aiwa.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aiwa.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aiwa.mp4,10080b9f85ee1ac080e57360c0ea5a545e2a896a,acb655f2909f99b6c6b676ba4042d8918364cd5b
ajfu.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/ajfu.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/ajfu.mp4,64775eb5a9b18894f37b6d2baf87d012f0e92582,eb5d413a19ef332dc3966fa6205b8a85acdf2c97
ajla.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/ajla.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/ajla.mp4,338a9fe0ae9f331cf2550c09a4a63d5793c90ab9,dbed127d083ac79793b40fba9739118fa66ca0a3
ajxx.avi,s3://drivendata-competition-depth-estimation-public/train_videos/ajxx.avi,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/ajxx.avi,f8a57f6c490e18a4a8681fd15fdae2ead276fbd3,d61624ddfc1bacd8a335fe04b81cf3726ed5fd3f
akan.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/akan.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/akan.mp4,fffb3f313742eb07ecbbfd71d74a31ed311d7972,089f0a196846bb4635566509bfc9abffaae8a958
akqh.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/akqh.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/akqh.mp4,d6ba0df8050ea6a045b66bfabdea10bed4d5f1c3,9934e1a215579e9316deb3f55f4069cc0f932907
alaa.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/alaa.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/alaa.mp4,606f2443c12f0ea89b331a4eec6acab70f1d7be9,9ed1eb416d12d5b20126697cbdcb2a156b78f423
aloq.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aloq.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aloq.mp4,ff3de3748f083cccfd53815c798194ff4890ca3f,dda38f57e50fb8cee1f551615c4e78638c874ef2
alwg.avi,s3://drivendata-competition-depth-estimation-public/train_videos/alwg.avi,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/alwg.avi,db0874d489dea3a13aa2a3bf2773a393f637605a,bced0cf6261236094968f2d5b467a52082d8e15d
amfi.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/amfi.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/amfi.mp4,144a2c8f9ac66b0edafceec9711e779400c9a98d,82cb21ce1e3a0572bed42677b610878d1d0498f8
amkc.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/amkc.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/amkc.mp4,9e5830ed0318ff017c2fa36213bec9aaf2ace616,4bfeb23dde25e74885fe8e3eb46cdadade3eb8a5
amnj.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/amnj.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/amnj.mp4,0ccfbdcd8b0c51136839b30905aa25e9bb11c50a,c6b95d15e3dfdb1d897d9663315cb6c5a36a9152
amnv.avi,s3://drivendata-competition-depth-estimation-public/train_videos/amnv.avi,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/amnv.avi,e005bdab73145cf0b1bac2f775ab55793dbdff31,293c24da2432b49ee2e72992b2cb92f1a5f5c2ef
amox.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/amox.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/amox.mp4,75d3de6717e732ced3d103cca750fc8ab7d6d381,a372719c45a6dd90e8f05ede3f9d2680e581acea
amwt.avi,s3://drivendata-competition-depth-estimation-public/train_videos/amwt.avi,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/amwt.avi,f0d1cf12e4935ac4e5b556c3a28b5933c19985e7,f72a9e87142cb3d4655cb7b41506b68125408047
amya.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/amya.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/amya.mp4,012bdad1e2402796ef431e46593f7e2433b88e6b,ee9e7dd9cf4d3cefed3779581a26de584016703a
andz.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/andz.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/andz.mp4,0756d2aab66af850e9d6e11b74ef2a533fcd1eae,1888e90f0c055022df3eaff5546165d3c8f1439c
anfk.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/anfk.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/anfk.mp4,2ce58773f2e9cd0bff3459f4f1ececdacee94482,0a1cd6dd82145356b3e1da5ddde564a005177b01
anpd.avi,s3://drivendata-competition-depth-estimation-public/train_videos/anpd.avi,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/anpd.avi,40e499721acea6f88f2c8f79473715397fbee5fc,abb9f3ff2cc25950a38be218c8623b1de9687ab4
anvn.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/anvn.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/anvn.mp4,6eb524f7235fce8fdfa6696238d23848625f3c42,70dcc0763b81827dcef0a289babc006f89904e8d
anwz.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/anwz.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/anwz.mp4,d837d7ac81a84840447b860d85860df191482a29,08af37624a4839640d1be5a9baa44adde01dcb14
aoaq.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/aoaq.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/aoaq.mp4,9b2212384d9f43c93fddf0ab7452c29c69830b46,8aea7050d7c3fcb8569de3f46723c9771ecbb8a8
aogc.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aogc.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aogc.mp4,4fd34a67342b8bf0e1b628912d3c77bd43b01b48,1b9971e798985905379f9283c84033108771c3b3
aopg.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aopg.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aopg.mp4,7ad49e3caf1866b7b2615528c4840ccbfbe43978,ecb91eb7cd75fa3576ac375d3ca8b9a48e7c166e
apab.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/apab.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/apab.mp4,943c4710fb31230ac47278e0339037918b90a9eb,2ed520ab302732a784de1519e464783b8b92c2ae
apgq.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/apgq.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/apgq.mp4,3b7748001684823201641f9c3bb74617f933ace4,b783c434e4bfa065764a452bf33052b5cfd00a43
apob.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/apob.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/apob.mp4,90d0aab5bf13c11e1d5e4fd3f61c7d31368f7d7a,e703ea27f0c1115093d9ac513e3b14431bc3ab0b
aprj.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aprj.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aprj.mp4,422939d0791774a97c3f76b8cec88d4ac9795b29,7c2a0a8632b934159a88b94bc676c5d9ffb8b4b7
aqda.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aqda.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aqda.mp4,ca1d5a17146e6858c21b7f295e1bcb34560de761,0a65c47b715b64d9270247e5f6c92bb08eed3a5a
aqdc.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aqdc.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aqdc.mp4,cd95803a105ba0f94f48e7da2e2c15667415e736,9e84f9a88e753d1fbafcd13d0622a015a4166bb1
aqhq.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aqhq.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aqhq.mp4,d762d1be334492f30d194ab48daf1e119d62c356,6ef7d1b1d0c2c2ae9af3c112d015b153e64be8f1
aqiu.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aqiu.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aqiu.mp4,375dc4d6c4f5b4a1d11d2bd366291db1d792ccbb,1e070403a1dab9c74b328deeee713862663b333d
aqln.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/aqln.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/aqln.mp4,77beb404fc95c2c9f77aa8901ad9bdd5dea273af,6fb9e81e77979ca966c0295cebd24851e73f9d33
aqnm.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aqnm.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aqnm.mp4,c5a338c84fe8b98f22de67be805b1389730d79a5,0061e569bb9737fa4af4a28b99bff3e5ceeb486c
aqqh.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aqqh.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aqqh.mp4,50f2c93b2e69c15e266f61276a311311e1d4f738,da01b6bd91ca2c52b484cd0ced325f6efaac5d3b
aqtc.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/aqtc.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/aqtc.mp4,83ece321c1846dfd28c235000b0c8a2551374afc,cc32d1119185be81a0d79c1668dc3c0fb7ed1130
aqte.avi,s3://drivendata-competition-depth-estimation-public/train_videos/aqte.avi,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aqte.avi,d10f3b00bb46f30a16abb18f04d4c7e5a3d9261d,50594479bc7f14cc920446845862ea998dee1a12
aram.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/aram.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/aram.mp4,90488d9e665abee67696326914c13c1cb44314e1,c9624af4575687b78b038b8289f1a5a37299c505
arfh.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/arfh.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/arfh.mp4,8d57e088222a053756a985e03aa884cda13713dd,f5e9fd8bf6a8f2741dac75093bc78ed03929bb92
arha.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/arha.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/arha.mp4,1a58b18b12000b381a888ad1f4bf585c546240cb,02bb9ca4c02f6eef576938c15614d80b49b34db1
arwu.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/arwu.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/arwu.mp4,e150df909a91f4061cb0b301746692152f600ae2,3c247a23c286db5897a4eae74b473c94e271f584
asbw.avi,s3://drivendata-competition-depth-estimation-public/train_videos/asbw.avi,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/asbw.avi,691e8e14bf2bec17dc662ec64f0b83ca3bc251cb,bd35b13393ea7c06fe2996a6bd760f3e5fd02384
ascj.avi,s3://drivendata-competition-depth-estimation-public/test_videos/ascj.avi,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/ascj.avi,f6c977135628d8859273013fd1d544ec4d75b534,c4aae5b258846cbc90cb01107e3cd89de15cc197
assg.avi,s3://drivendata-competition-depth-estimation-public/test_videos/assg.avi,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/assg.avi,05dffaea42cdc41651a941e7c7beec42f3c92469,abe7cf86128a18abc83d7b2cd460df5cd6cea8c1
asvn.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/asvn.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/asvn.mp4,f44def3bad6e3d4f6ba6fec40b097221a1e9cc51,77c98bbe69f7dcb31f94f99715cd7f0325c639b0
aswp.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/aswp.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/aswp.mp4,dfd924f61fa8643c927ce9b48f2d3266e603ae03,06e705921fc9c1f06c70594020fefcceb7a5b91d
atgf.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/atgf.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/atgf.mp4,f74edf1b087beeee0d21f0f10b967e01a9fe4d10,9c9190fa60d9985a9718dfa8110e41dc6f5bb607
attw.avi,s3://drivendata-competition-depth-estimation-public/train_videos/attw.avi,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/attw.avi,670fb865e56c92ba67ad87887145039e1f7a69bb,50e6c559b79c573f3d2cbd4d2bb6c3f40b03e6a0
auem.avi,s3://drivendata-competition-depth-estimation-public/train_videos/auem.avi,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/auem.avi,fe01f9d71221a8fc3a1feac4eda1cc8c380c5e4b,1b239b92af3d1ce465ff32529a1d2764b5589b9e
auii.avi,s3://drivendata-competition-depth-estimation-public/test_videos/auii.avi,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/auii.avi,0c1000875fe2b3e9cca283d1c3742b620ce832d8,fea524c2e209cb18dfe3177329c3615f002ec2b4
aulj.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aulj.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aulj.mp4,3bf8eac82fddf3d9d15ce8a4268e52d171b931f0,f94021801538a47f7f69395e9ec57948f6490b72
auno.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/auno.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/auno.mp4,edd0d1e3f75d9be0b22c6eaea7fb1763ea85c3a8,384925b512b23d60d7e8990a39551c683c9f6466
