video_id,time,distance
aiii.avi,22,5.5115194
aiii.avi,24,5.6713495
aiii.avi,26,6.503547
aiii.avi,28,6.7725735
aiii.avi,30,7.197128
aiii.avi,32,7.455105
aiii.avi,34,7.5345
aiii.avi,36,7.501851
aiii.avi,38,7.4941015
aiii.avi,40,7.5390396
aiii.avi,42,7.5150642
aiii.avi,44,7.512304
aiii.avi,46,7.5714087
aiii.avi,48,7.5313354
aiii.avi,50,7.608966
aiii.avi,52,7.4531927
aiiu.avi,0,7.1357527
aiiu.avi,2,7.1705647
aiiu.avi,4,7.1494894
aiiu.avi,6,7.115768
aiiu.avi,8,6.958378
aiiu.avi,10,6.920206
aiiu.avi,12,7.1001906
aiiu.avi,14,6.8535185
ajfu.mp4,0,9.866321
ajfu.mp4,2,9.871668
ajfu.mp4,4,10.055265
ajfu.mp4,6,10.19436
ajfu.mp4,8,10.343826
ajfu.mp4,10,10.713169
ajfu.mp4,12,10.847448
ajfu.mp4,14,11.222029
ajfu.mp4,16,11.078091
ajfu.mp4,18,11.524596
ajfu.mp4,20,12.23225
ajfu.mp4,22,12.315421
ajfu.mp4,24,12.431774
ajfu.mp4,26,12.574374
ajfu.mp4,28,12.3010845
ajfu.mp4,30,10.724951
ajfu.mp4,32,11.013573
ajfu.mp4,34,10.683041
ajfu.mp4,36,10.848429
ajfu.mp4,38,11.028842
ajfu.mp4,40,10.94803
ajfu.mp4,42,10.912371
ajfu.mp4,44,10.906272
ajfu.mp4,46,11.182198
ajfu.mp4,48,10.997797
ajfu.mp4,50,11.043598
ajfu.mp4,52,11.107528
ajfu.mp4,54,11.082832
ajfu.mp4,56,10.944771
ajfu.mp4,58,10.9035225
amkc.mp4,0,6.520731
amox.mp4,10,15.053532
andz.mp4,0,5.179437
anfk.mp4,0,1.681384
anfk.mp4,8,3.101877
anfk.mp4,12,4.587911
anfk.mp4,56,2.1992798
anfk.mp4,58,2.355348
anvn.mp4,0,5.676059
anvn.mp4,2,4.9956017
anvn.mp4,4,4.89837
anvn.mp4,6,4.675123
aoaq.mp4,4,12.729012
aoaq.mp4,6,13.281875
aoaq.mp4,8,13.748049
aoaq.mp4,10,13.848637
aoaq.mp4,12,14.026622
aoaq.mp4,14,14.328143
aoaq.mp4,16,14.631285
aoaq.mp4,18,14.185351
aoaq.mp4,20,14.33942
aoaq.mp4,22,14.481082
aoaq.mp4,24,14.794748
aoaq.mp4,26,11.556532
apab.mp4,0,1.8653405
apab.mp4,2,1.6719346
apab.mp4,4,1.57772
apab.mp4,6,1.7182978
apab.mp4,8,1.8265316
apab.mp4,10,1.7825221
apab.mp4,12,1.6377758
apab.mp4,14,1.6237081
apab.mp4,16,1.6432514
apab.mp4,18,1.5104831
apab.mp4,20,1.5188634
aqln.mp4,0,7.506479
aqtc.mp4,32,4.598394
aqtc.mp4,34,8.95697
aqtc.mp4,36,17.731934
aqtc.mp4,38,17.620646
aqtc.mp4,40,17.869968
aqtc.mp4,42,17.312508
aqtc.mp4,44,17.408205
aqtc.mp4,46,17.272102
aqtc.mp4,48,17.324928
aqtc.mp4,50,17.420897
aqtc.mp4,52,17.31228
aqtc.mp4,54,17.030241
aqtc.mp4,56,16.164072
aqtc.mp4,58,16.320429
aram.mp4,0,2.837979
aram.mp4,2,3.6661782
aram.mp4,4,4.999552
aram.mp4,6,5.8856325
aram.mp4,8,6.875427
aram.mp4,10,8.065098
aram.mp4,12,9.276026
aram.mp4,14,9.820793
ascj.avi,0,6.125243
ascj.avi,2,6.540981
ascj.avi,4,6.432023
ascj.avi,6,6.2530417
ascj.avi,8,6.387639
ascj.avi,10,6.7265797
ascj.avi,12,6.3237586
ascj.avi,14,6.3718424
ascj.avi,16,6.227636
ascj.avi,18,6.3748865
ascj.avi,20,6.7253456
ascj.avi,22,6.5591793
ascj.avi,24,6.5220237
ascj.avi,26,6.594718
ascj.avi,28,6.717327
ascj.avi,30,6.7069826
ascj.avi,32,6.415305
ascj.avi,34,6.506986
ascj.avi,36,6.643523
ascj.avi,38,6.662081
ascj.avi,40,6.44213
ascj.avi,42,6.5218344
ascj.avi,44,6.507925
ascj.avi,46,6.5167055
ascj.avi,48,6.515094
ascj.avi,50,6.74365
ascj.avi,52,6.6229362
ascj.avi,54,6.5006065
ascj.avi,56,6.5278225
ascj.avi,58,6.633529
assg.avi,20,5.3528605
aswp.mp4,0,3.1485925
aswp.mp4,2,3.3307843
aswp.mp4,4,3.4301853
aswp.mp4,6,3.4818046
aswp.mp4,8,3.4846554
aswp.mp4,10,3.503869
aswp.mp4,12,3.5568595
aswp.mp4,14,3.5745456
aswp.mp4,16,3.5870533
aswp.mp4,18,3.5655332
aswp.mp4,20,3.5637274
aswp.mp4,22,3.6405883
aswp.mp4,24,3.6685314
aswp.mp4,26,3.6750076
aswp.mp4,28,3.542522
aswp.mp4,30,3.2750587
aswp.mp4,32,3.5532126
auii.avi,0,7.134435
auzw.mp4,0,2.6990535
auzw.mp4,2,2.5917888
auzw.mp4,4,2.5308442
auzw.mp4,6,2.621901
auzw.mp4,8,2.8316762
auzw.mp4,10,2.8493004
auzw.mp4,12,2.8774476
auzw.mp4,14,2.7996345
auzw.mp4,16,2.763783
auzw.mp4,18,2.7571285
auzw.mp4,20,2.678001
auzw.mp4,22,2.6288
auzw.mp4,24,2.5235922
auzw.mp4,26,2.697458
auzw.mp4,28,2.6326394
avmr.avi,1,2.4469686
avmr.avi,3,2.3925996
avmr.avi,5,2.5476542
avmr.avi,7,2.7139788
avmr.avi,17,4.387039
avmw.avi,0,8.379348
avmw.avi,2,8.492584
avmw.avi,8,8.539856
avmw.avi,10,8.47816
avmw.avi,12,8.671646
avmw.avi,14,8.390886
avnv.avi,0,8.829276
avnv.avi,2,9.0536175
avnv.avi,4,9.08234
avym.mp4,0,7.9250994
avym.mp4,2,8.325468
avym.mp4,4,8.607077
avym.mp4,6,8.409202
avym.mp4,8,7.872449
avym.mp4,10,7.2654076
avym.mp4,12,6.7744884
avym.mp4,14,6.10107
avym.mp4,16,5.84953
avym.mp4,18,5.9037075
avym.mp4,20,5.823745
avym.mp4,22,5.840583
avym.mp4,24,5.5092444
avym.mp4,26,5.674917
avym.mp4,28,6.089883
avym.mp4,30,6.097368
avym.mp4,32,5.870124
avym.mp4,34,5.805621
avym.mp4,36,5.9932957
avym.mp4,38,6.372422
avym.mp4,40,6.8566546
avym.mp4,42,6.5859313
avym.mp4,44,5.915546
avym.mp4,46,5.4611874
avym.mp4,48,5.234682
avym.mp4,50,5.2291803
avym.mp4,52,5.573656
awis.avi,1,5.0922775
awis.avi,3,5.763372
awqd.mp4,50,12.92219
awqd.mp4,52,13.527866
awqd.mp4,58,12.486685
axie.mp4,0,4.4255795
axie.mp4,2,3.8958585
axie.mp4,4,3.619845
axie.mp4,6,3.4894416
axie.mp4,8,3.1984298
axie.mp4,10,2.416442
axie.mp4,12,2.1594527
axie.mp4,14,2.002984
axie.mp4,16,1.9187679
axie.mp4,18,1.8852913
axie.mp4,20,1.9274467
axie.mp4,22,2.0014086
axie.mp4,24,2.0556831
axie.mp4,26,1.9725342
axie.mp4,28,1.9985207
axie.mp4,30,1.8458881
axie.mp4,32,1.8677062
axie.mp4,34,8.679979
axie.mp4,36,7.995309
axie.mp4,38,8.00728
axkk.avi,2,4.912031
axkk.avi,4,4.8494463
axkk.avi,6,5.010972
axkk.avi,8,5.0370235
axkk.avi,10,5.2361584
axkk.avi,12,5.059894
axkk.avi,14,4.999543
axkk.avi,16,5.0490756
axkk.avi,18,5.439164
axkk.avi,20,5.3707366
axkk.avi,22,5.69446
axkk.avi,24,5.7782907
axkk.avi,26,5.372915
axqc.mp4,0,5.821716
axqc.mp4,2,4.6501846
axqc.mp4,4,3.677023
axqc.mp4,6,2.935739
axqc.mp4,8,2.6749797
axqc.mp4,10,2.546675
axux.mp4,0,2.4749503
axux.mp4,2,3.476731
axux.mp4,4,3.4783857
axux.mp4,6,4.0583715
axux.mp4,8,4.3138494
axux.mp4,10,4.4250546
axux.mp4,12,4.482686
axux.mp4,14,4.78202
axux.mp4,16,5.0844235
axux.mp4,18,5.3703947
axux.mp4,20,5.8165717
axux.mp4,22,6.4497156
axux.mp4,24,7.149091
axux.mp4,26,7.3077583
axux.mp4,28,7.326681
axux.mp4,30,7.7450933
axux.mp4,32,8.034709
axux.mp4,34,8.231066
axux.mp4,36,8.379389
axux.mp4,38,8.286618
axux.mp4,40,8.07658
axux.mp4,42,7.981991
aymg.mp4,4,3.6545887
aymg.mp4,6,3.9297254
aymg.mp4,8,4.124294
ayxq.mp4,0,2.4618914
ayxq.mp4,10,6.755887
ayxq.mp4,50,16.483837
azsb.mp4,40,6.3182197
azsb.mp4,50,6.6809764
baos.mp4,0,3.5101354
batr.mp4,8,7.000997
batr.mp4,10,9.3645315
batr.mp4,12,11.660423
bazv.mp4,22,5.7793083
bazv.mp4,24,5.4483232
bazv.mp4,26,5.370132
bazv.mp4,28,5.6809115
bazv.mp4,30,5.806652
bazv.mp4,32,5.8618217
bazv.mp4,34,6.0198517
bazv.mp4,36,6.2256575
bazv.mp4,38,6.7225947
bbtn.avi,1,7.0367603
bbtn.avi,3,7.1007357
bbtn.avi,13,10.0476265
bbxb.mp4,0,3.9526653
bbxb.mp4,10,6.627632
bbxb.mp4,30,9.864511
bbxb.mp4,40,9.72274
bbxb.mp4,50,9.601642
bcfm.avi,0,7.2317333
bcfm.avi,2,8.060156
bcfm.avi,4,8.372158
bcfm.avi,6,7.6207733
bcfm.avi,8,7.3735156
bcfm.avi,10,7.4823427
bcfm.avi,12,7.112114
bcno.mp4,0,3.5222611
bcno.mp4,2,3.7999074
bcno.mp4,4,3.657046
bcno.mp4,6,3.4354773
bcno.mp4,8,3.5514464
bcno.mp4,10,3.5863972
bcno.mp4,12,3.595637
bcno.mp4,14,3.5063367
bcno.mp4,36,5.820162
bcno.mp4,38,5.556924
bcno.mp4,40,5.825145
bcno.mp4,42,6.1696773
bcno.mp4,44,6.483703
bcno.mp4,46,6.7434745
bcno.mp4,48,6.7275934
bcno.mp4,50,6.6705604
bcno.mp4,52,6.672596
bcno.mp4,54,6.584099
bcno.mp4,56,6.750331
bcno.mp4,58,6.714507
bdjn.mp4,30,17.493845
bdjn.mp4,40,17.689034
beci.mp4,0,3.496783
bemg.mp4,0,3.809613
besn.mp4,0,10.992491
beyl.avi,2,5.5020857
beyl.avi,3,5.460785
bfue.mp4,0,6.675481
bfue.mp4,2,6.7316303
bfue.mp4,4,6.9970045
bfue.mp4,6,6.890686
bfue.mp4,8,7.1611385
bfue.mp4,10,7.467349
bfue.mp4,12,7.743976
bfue.mp4,14,7.9442286
bfue.mp4,16,8.880455
bfue.mp4,18,9.662289
bfue.mp4,20,10.39892
bfue.mp4,22,10.6924095
bfue.mp4,24,10.748366
bfue.mp4,26,11.14122
bfue.mp4,28,11.802181
bfue.mp4,30,11.909274
bfue.mp4,32,12.371403
bfue.mp4,34,12.623091
bfue.mp4,36,12.596735
bfue.mp4,38,12.656935
bfue.mp4,40,12.575908
bfue.mp4,42,12.591484
bfue.mp4,44,12.466258
bfue.mp4,46,12.613691
bfue.mp4,48,12.5217285
bfue.mp4,50,12.62722
bfue.mp4,52,12.796532
bfue.mp4,54,12.886982
bfue.mp4,56,12.431839
bggv.mp4,0,1.7162662
bggv.mp4,2,1.6435412
bggv.mp4,4,1.6336173
bggv.mp4,6,1.6805563
bggv.mp4,8,1.7509512
bggv.mp4,10,1.7654203
bggv.mp4,12,1.7957094
bggv.mp4,14,1.7727288
bggv.mp4,22,4.065441
bggv.mp4,24,4.193706
bggv.mp4,26,4.4802666
bggv.mp4,28,4.685553
bggv.mp4,30,4.4382515
bgkq.avi,12,5.917676
bgkq.avi,14,7.770397
bgkq.avi,15,7.523187
bgsh.mp4,10,14.135783
bgsh.mp4,20,14.496183
bgti.mp4,0,1.6295542
bgti.mp4,2,1.7695389
bhfe.mp4,0,10.395985
bhfe.mp4,10,10.813167
bhnj.mp4,0,3.5106587
bhnj.mp4,2,4.088666
bhnj.mp4,4,5.1256075
bhua.avi,0,4.393391
bhzj.avi,1,2.5547736
bhzj.avi,3,2.750304
bhzj.avi,5,2.708291
bhzj.avi,7,2.8723047
bhzj.avi,9,3.1796184
bhzj.avi,11,3.6096542
bils.mp4,0,3.103688
bjbn.mp4,10,11.188045
bjbn.mp4,20,10.814994
bjbn.mp4,30,10.078309
bjbn.mp4,40,10.004768
bjbn.mp4,50,10.394563
bjnu.avi,1,3.7053337
bjzk.mp4,0,1.8557419
bkfv.avi,0,5.761078
bkfv.avi,2,5.964105
bkfv.avi,4,6.246124
bkfv.avi,6,6.2378464
bkfv.avi,8,6.4480495
bkfv.avi,10,6.7012076
bkfv.avi,12,6.836374
bkfv.avi,14,7.2179713
bkgv.mp4,0,8.9854965
bkgv.mp4,2,9.010919
bkgv.mp4,4,9.061064
bkgv.mp4,6,9.620691
bkgv.mp4,8,9.780642
bkgv.mp4,10,9.752683
bkgv.mp4,12,9.513758
bkgv.mp4,14,9.7759
bkpt.mp4,0,2.9189296
bkpt.mp4,2,2.8543491
bkpt.mp4,4,2.961144
bkpt.mp4,6,3.1970868
bkpt.mp4,8,3.1547604
bkpt.mp4,10,3.1563401
bkpt.mp4,12,3.090549
bkpt.mp4,14,3.0546472
bkpt.mp4,16,3.0099494
bkpt.mp4,18,3.0291362
bkpt.mp4,20,3.1393974
bkpt.mp4,22,3.2344902
bkpt.mp4,24,3.1335382
bkpt.mp4,26,3.129088
bkpt.mp4,28,3.117041
bkpt.mp4,30,3.1013794
bkpt.mp4,32,3.093087
bkpt.mp4,34,3.0793958
bkpt.mp4,36,3.0822206
bkpt.mp4,38,3.0829883
bkpt.mp4,40,3.106903
bkpt.mp4,42,3.0778072
bkpt.mp4,44,3.154921
bkpt.mp4,46,3.0983722
bkpt.mp4,48,3.097124
bkpt.mp4,50,3.0832171
bkpt.mp4,52,3.0943317
bkpt.mp4,54,3.1925492
bkpt.mp4,56,3.2737777
bkpt.mp4,58,3.151164
bkzl.mp4,0,5.2604837
bles.avi,0,6.0929675
blfu.mp4,16,10.098398
blfu.mp4,18,10.666566
blfw.mp4,0,7.3716526
blfw.mp4,2,6.956213
blfw.mp4,4,6.9934936
blfw.mp4,6,6.846756
blfw.mp4,8,6.6420565
blfw.mp4,10,6.5539465
blfw.mp4,12,6.8736877
blfw.mp4,14,5.919864
blfw.mp4,16,9.929751
blqt.mp4,0,7.1926346
blqt.mp4,2,7.789964
blqt.mp4,4,7.7358336
blqt.mp4,6,7.8174167
blqt.mp4,8,7.873782
blqt.mp4,10,7.8659077
blqt.mp4,12,7.910796
blqt.mp4,14,7.976619
blqt.mp4,16,7.829894
blqt.mp4,18,7.7556715
blqt.mp4,20,8.052361
blqt.mp4,22,8.331585
blqt.mp4,24,9.309893
blsr.mp4,0,10.320892
blyt.mp4,0,5.1722975
blza.mp4,0,13.507591
bmwh.mp4,2,5.0809155
bmwh.mp4,16,4.330123
bmwh.mp4,18,4.495243
bmwh.mp4,24,4.8661957
bmwh.mp4,26,4.910281
bmwh.mp4,28,4.9637885
bmwh.mp4,30,4.8773885
bmwh.mp4,32,4.8553905
bmwh.mp4,34,4.8798704
bmwh.mp4,36,4.919934
bmwh.mp4,38,4.889344
bmwh.mp4,40,4.862528
bmwh.mp4,42,4.838874
bmwh.mp4,44,4.7869983
bmwh.mp4,46,4.8543773
bmwh.mp4,48,4.9595184
bnbh.mp4,0,4.6069746
bnlk.mp4,0,7.3006454
bnlk.mp4,2,7.7918396
bnlk.mp4,4,8.64646
bnlk.mp4,6,7.5840425
bnlk.mp4,8,3.977378
bnlk.mp4,10,3.5802188
bnlk.mp4,12,3.404014
bnlk.mp4,14,3.4816523
bnlk.mp4,16,4.605223
bnlk.mp4,18,5.64471
bnqn.mp4,0,5.21809
bnqn.mp4,10,5.0824857
bnqn.mp4,20,5.1938515
bnqn.mp4,30,5.260705
bopx.mp4,0,7.608478
bopx.mp4,10,10.980513
bopx.mp4,20,11.9878645
bopx.mp4,30,11.081717
bopx.mp4,40,12.380035
bouy.mp4,0,8.565918
bpdt.avi,21,5.333562
bpdt.avi,23,5.2227583
bpdt.avi,25,5.0725846
bpdt.avi,27,5.0819216
bpdt.avi,29,5.218997
bpdt.avi,31,5.3504267
bpdt.avi,33,5.440074
bpdt.avi,35,5.3003435
bpdt.avi,37,5.025628
bpdt.avi,39,4.960971
bpdt.avi,41,5.00493
bpdt.avi,43,5.0359735
bpdt.avi,45,5.223342
bpdt.avi,47,5.1975546
bpdt.avi,49,4.9174685
bpdt.avi,51,5.138744
bpdt.avi,53,5.4058986
bpdt.avi,55,5.379398
bpdt.avi,57,5.4358134
bpdt.avi,59,5.114885
bpez.mp4,0,2.6029313
bpez.mp4,40,10.43578
bpez.mp4,50,11.4788685
bpgo.mp4,0,1.7203362
bpgo.mp4,4,2.0694609
bpgo.mp4,6,5.693315
bpgo.mp4,8,6.0619545
bpgo.mp4,10,6.3787947
bpia.mp4,2,11.224882
bpia.mp4,4,11.162936
bpia.mp4,6,10.982738
bpia.mp4,8,9.683904
bpia.mp4,10,8.2921915
bpzb.mp4,0,1.6243746
bpzb.mp4,2,1.4754097
bpzb.mp4,4,1.6695961
bpzb.mp4,6,1.7579201
bpzb.mp4,8,1.5330285
bpzb.mp4,10,1.515747
bpzb.mp4,12,1.5735296
bpzb.mp4,14,1.7094831
bqbr.mp4,0,1.7363102
bqbr.mp4,2,1.688189
bqbr.mp4,30,20.7376
bqbr.mp4,32,20.722883
bqbr.mp4,34,20.58297
bqbr.mp4,36,20.736498
bqbr.mp4,38,20.656385
bqbr.mp4,40,20.689579
bqbr.mp4,42,20.536282
bqbr.mp4,44,20.234268
bqbr.mp4,46,20.470621
bqbr.mp4,48,20.575281
bqbr.mp4,50,20.569353
bqbr.mp4,52,20.496714
bqbr.mp4,54,20.690083
bqbr.mp4,56,20.590836
bqlb.avi,1,3.9205863
bqlb.avi,3,4.2120647
bqlb.avi,5,4.4380703
bqlb.avi,7,5.1901717
bqmm.mp4,0,1.628792
bqmm.mp4,2,1.4738525
bqmm.mp4,4,1.7269995
bqmm.mp4,6,1.9652684
bqmm.mp4,8,2.2539418
bqmm.mp4,10,2.4890866
bqmm.mp4,12,2.278267
bqmm.mp4,14,2.666499
bqmm.mp4,16,3.0138888
bqzv.mp4,30,11.235958
bqzv.mp4,40,10.662495
bqzv.mp4,50,11.318805
brek.mp4,30,6.752013
brjk.mp4,40,12.8983345
brjk.mp4,50,12.703886
bsku.avi,0,3.2237024
bsku.avi,2,2.8290744
bsku.avi,4,2.666136
bsku.avi,6,2.5352068
bsku.avi,8,2.5478568
bsku.avi,10,2.8314505
bsku.avi,12,3.3052182
bsku.avi,14,3.661346
bstr.mp4,0,3.9203758
bstr.mp4,10,4.94557
bstr.mp4,20,4.268746
bstr.mp4,30,6.203165
bstr.mp4,40,12.559851
bstr.mp4,50,14.519047
bsys.mp4,0,1.1209247
bsys.mp4,2,1.0162777
bsys.mp4,4,0.9598951
bsys.mp4,6,1.009657
bsys.mp4,8,1.0284315
bsys.mp4,10,1.0078933
bsys.mp4,12,1.0102539
bsys.mp4,14,0.9841925
bsys.mp4,16,0.9834346
bsys.mp4,18,0.9754257
bsys.mp4,20,0.99638927
bsys.mp4,22,0.9438069
bsys.mp4,24,0.9871862
bsys.mp4,26,1.0021293
bsys.mp4,28,0.99675345
bsys.mp4,30,1.0039653
bsys.mp4,32,1.0258862
bsys.mp4,42,0.93643606
bsys.mp4,44,0.9735385
bsys.mp4,46,0.98947215
bsys.mp4,48,1.0160282
bsys.mp4,50,1.0155978
bsys.mp4,52,1.4345697
bsys.mp4,54,1.7294558
bsys.mp4,58,15.214613
btox.mp4,0,4.3968935
btox.mp4,20,3.1188793
btsp.mp4,0,2.9073334
btsp.mp4,2,2.5898204
btsp.mp4,4,2.5893674
btsp.mp4,6,2.7120657
btsp.mp4,8,2.7883706
btsp.mp4,10,2.8421476
bunk.mp4,0,6.4910007
bvbm.avi,0,3.3681257
bvbm.avi,6,2.569188
bvbm.avi,8,2.4704337
bvbm.avi,10,2.458936
bvbm.avi,12,2.4880502
bvbm.avi,14,2.327639
bvvl.mp4,0,3.5657442
bvvl.mp4,2,3.5291228
bvvl.mp4,4,3.3351097
bvvl.mp4,6,3.339898
bvvl.mp4,8,3.3942704
bvvl.mp4,10,3.6101148
bwec.mp4,0,10.643391
bwec.mp4,10,12.375927
bwee.mp4,0,7.816364
bwee.mp4,2,7.5755095
bwee.mp4,4,7.32699
bwee.mp4,6,6.5555587
bwee.mp4,8,6.289964
bwee.mp4,10,6.3507032
bwee.mp4,12,6.3465195
bwee.mp4,14,6.4964685
bwee.mp4,16,5.9422026
bwee.mp4,18,5.1931963
bwee.mp4,20,5.0540752
bwee.mp4,22,5.0676417
bwee.mp4,24,4.9160366
bwee.mp4,26,4.333784
bwee.mp4,28,3.5187595
bwee.mp4,30,2.7846742
bwee.mp4,32,1.9749022
bwxa.avi,11,4.7304473
bwxa.avi,13,4.426671
bwxa.avi,15,4.3221235
bwxa.avi,17,4.408433
bwxa.avi,19,4.2558155
bwxa.avi,21,4.743183
bwxa.avi,23,5.196943
bwxa.avi,25,4.898819
bwxa.avi,27,5.1926975
bwxa.avi,29,5.44445
bwxa.avi,31,5.936872
bxcv.mp4,0,4.151691
byfw.mp4,0,8.234295
byfw.mp4,10,8.1281
byfw.mp4,20,8.441832
byfw.mp4,40,7.6063476
byfw.mp4,50,8.483952
bymy.mp4,0,4.711751
bymy.mp4,2,4.8282523
bymy.mp4,4,4.9114976
bynl.mp4,0,4.354061
bynl.mp4,10,4.615593
bynl.mp4,20,4.750748
bynl.mp4,30,4.683691
cafa.mp4,0,6.0228705
cafa.mp4,2,6.1163745
cafa.mp4,4,5.930311
cahf.avi,0,8.226901
cahf.avi,2,8.29931
cahf.avi,4,8.424922
cahf.avi,6,8.585432
cahf.avi,8,8.693556
cahf.avi,10,8.636316
cahf.avi,12,8.771113
cahf.avi,14,8.595377
caik.mp4,0,7.1094546
caik.mp4,2,8.158549
caoc.mp4,0,13.958018
capf.mp4,0,2.5385764
capf.mp4,2,2.5876493
capf.mp4,4,2.578897
capf.mp4,6,2.5486279
cavu.mp4,0,4.548141
cbme.mp4,50,13.038593
cbrm.mp4,0,4.7563586
cbrm.mp4,2,5.288904
cbrm.mp4,4,5.6370044
cbrm.mp4,6,5.8875704
cbrm.mp4,8,5.98414
cbrm.mp4,10,6.1095314
cbrm.mp4,12,6.1517105
cbrm.mp4,14,6.0848656
ccbs.avi,0,3.989475
ccwn.mp4,0,10.153586
ccwn.mp4,10,9.458201
ccwn.mp4,20,9.483775
ccwn.mp4,30,9.374531
ccwn.mp4,40,9.264648
ccwn.mp4,50,9.110535
ccyj.avi,0,7.647022
ccyj.avi,2,8.02132
ccyj.avi,4,7.8575516
ccyj.avi,16,8.513278
ccyj.avi,18,8.563721
ccyj.avi,20,8.479224
ccyj.avi,22,8.443146
ccyj.avi,24,8.215118
ccyj.avi,26,7.96528
ccyj.avi,28,8.149578
cdag.mp4,0,4.259844
cdag.mp4,2,5.2310095
cdag.mp4,4,5.7164574
cdag.mp4,6,6.9912424
cdag.mp4,8,7.828723
cdag.mp4,10,8.378787
cdag.mp4,12,8.6807165
cdag.mp4,14,9.529791
cdag.mp4,16,10.063025
cdag.mp4,18,10.310398
cdag.mp4,20,10.3996935
cdag.mp4,22,10.729212
cdag.mp4,24,10.683471
cdag.mp4,26,10.682724
cdag.mp4,28,10.682413
cdag.mp4,30,10.84629
cdag.mp4,32,10.876071
cdag.mp4,34,10.796626
cdag.mp4,36,10.78755
cdag.mp4,38,11.031498
cdag.mp4,40,11.243609
cdag.mp4,42,11.152659
cdag.mp4,44,11.158552
